OrderID,OrderDate,CustomerID,Product,Quantity,UnitPrice,Country,TotalPrice
1112,2022-01-01 18:31:00,1324,Tablet,7,1277.47,UK,8942.29
1113,2022-01-01 18:32:00,1570,Monitor,5,287.42,USA,1437.1
1114,2022-01-01 18:33:00,1801,Monitor,9,685.84,Germany,6172.56
1115,2022-01-01 18:34:00,1360,Phone,6,379.49,Germany,2276.94
1116,2022-01-01 18:35:00,1254,Phone,4,215.63,USA,862.52
1117,2022-01-01 18:36:00,1884,Monitor,3,585.94,USA,1757.82
1118,2022-01-01 18:37:00,1831,Keyboard,1,834.55,Canada,834.55
1119,2022-01-01 18:38:00,1736,Tablet,7,1957.52,Canada,13702.64
1120,2022-01-01 18:39:00,1668,Keyboard,4,851.93,UK,3407.72
1121,2022-01-01 18:40:00,1177,Tablet,8,1737.25,Canada,13898.0
1122,2022-01-01 18:41:00,1929,Laptop,1,659.32,USA,659.32
1123,2022-01-01 18:42:00,1235,Laptop,7,842.26,Germany,5895.82
1124,2022-01-01 18:43:00,1494,Monitor,8,1770.22,UK,14161.76
1125,2022-01-01 18:44:00,1297,Phone,1,1223.52,Germany,1223.52
1126,2022-01-01 18:45:00,1227,Monitor,2,459.46,India,918.92
1127,2022-01-01 18:46:00,1061,Laptop,6,707.08,India,4242.48
1128,2022-01-01 18:47:00,1700,Keyboard,4,951.57,UK,3806.28
1129,2022-01-01 18:48:00,1442,Tablet,4,1764.48,UK,7057.92
1130,2022-01-01 18:49:00,1211,Keyboard,2,1252.04,USA,2504.08
1131,2022-01-01 18:50:00,1701,Phone,8,1751.49,India,14011.92
1132,2022-01-01 18:51:00,1670,Laptop,1,733.61,UK,733.61
1133,2022-01-01 18:52:00,1519,Tablet,7,1735.52,USA,12148.64
1134,2022-01-01 18:53:00,1270,Monitor,5,1399.0,India,6995.0
1135,2022-01-01 18:54:00,1257,Monitor,2,1304.76,Germany,2609.52
1136,2022-01-01 18:55:00,1250,Laptop,2,659.96,Germany,1319.92
1137,2022-01-01 18:56:00,1138,Keyboard,3,1241.38,USA,3724.14
1138,2022-01-01 18:57:00,1762,Tablet,5,610.96,UK,3054.8
1139,2022-01-01 18:58:00,1518,Phone,1,360.92,Germany,360.92
1140,2022-01-01 18:59:00,1339,Tablet,9,268.1,USA,2412.9
1141,2022-01-01 19:00:00,1804,Laptop,6,1732.88,Germany,10397.28
1142,2022-01-01 19:01:00,1013,Tablet,5,282.16,India,1410.8
1143,2022-01-01 19:02:00,1569,Laptop,4,1779.91,Canada,7119.64
1144,2022-01-01 19:03:00,1608,Monitor,5,228.45,Germany,1142.25
1145,2022-01-01 19:04:00,1461,Laptop,2,1907.67,USA,3815.34
1146,2022-01-01 19:05:00,1472,Phone,4,1355.14,India,5420.56
1147,2022-01-01 19:06:00,1131,Phone,9,208.0,Canada,1872.0
1148,2022-01-01 19:07:00,1201,Keyboard,4,1956.47,Germany,7825.88
1149,2022-01-01 19:08:00,1916,Keyboard,7,1290.14,Canada,9030.98
1150,2022-01-01 19:09:00,1247,Tablet,4,942.47,USA,3769.88
1151,2022-01-01 19:10:00,1965,Keyboard,7,1629.65,Germany,11407.55
1152,2022-01-01 19:11:00,1470,Laptop,5,1270.14,USA,6350.7
1153,2022-01-01 19:12:00,1477,Phone,9,1892.64,Germany,17033.76
1154,2022-01-01 19:13:00,1435,Phone,6,1322.98,India,7937.88
1155,2022-01-01 19:14:00,1998,Keyboard,3,229.9,India,689.7
1156,2022-01-01 19:15:00,1247,Tablet,1,1546.82,India,1546.82
1157,2022-01-01 19:16:00,1435,Phone,7,1921.75,Canada,13452.25
1158,2022-01-01 19:17:00,1603,Laptop,5,1709.07,India,8545.35
1159,2022-01-01 19:18:00,1888,Laptop,6,1729.49,Germany,10376.94
1160,2022-01-01 19:19:00,1276,Phone,1,1406.97,Canada,1406.97
1161,2022-01-01 19:20:00,1500,Laptop,6,1280.17,Canada,7681.02
1162,2022-01-01 19:21:00,1298,Tablet,7,1169.46,USA,8186.22
1163,2022-01-01 19:22:00,1089,Phone,1,1632.41,USA,1632.41
1164,2022-01-01 19:23:00,1392,Keyboard,6,326.81,USA,1960.86
1165,2022-01-01 19:24:00,1447,Phone,1,266.01,USA,266.01
1166,2022-01-01 19:25:00,1052,Monitor,6,711.26,Germany,4267.56
1167,2022-01-01 19:26:00,1001,Tablet,2,392.47,USA,784.94
1168,2022-01-01 19:27:00,1491,Laptop,3,1220.64,India,3661.92
1169,2022-01-01 19:28:00,1119,Phone,4,266.22,Germany,1064.88
1170,2022-01-01 19:29:00,1445,Monitor,4,1207.71,UK,4830.84
1171,2022-01-01 19:30:00,1073,Laptop,4,226.94,Germany,907.76
1172,2022-01-01 19:31:00,1432,Laptop,2,497.91,Germany,995.82
1173,2022-01-01 19:32:00,1480,Monitor,1,1374.45,Canada,1374.45
1174,2022-01-01 19:33:00,1740,Tablet,9,1580.03,Canada,14220.27
1175,2022-01-01 19:34:00,1952,Laptop,2,1211.77,Germany,2423.54
1176,2022-01-01 19:35:00,1247,Monitor,8,1170.66,Germany,9365.28
1177,2022-01-01 19:36:00,1044,Monitor,1,648.91,Canada,648.91
1178,2022-01-01 19:37:00,1949,Phone,5,1007.39,India,5036.95
1179,2022-01-01 19:38:00,1111,Phone,7,158.39,USA,1108.73
1180,2022-01-01 19:39:00,1129,Phone,4,1960.41,India,7841.64
1181,2022-01-01 19:40:00,1497,Keyboard,3,1538.28,Germany,4614.84
1182,2022-01-01 19:41:00,1314,Tablet,4,948.29,USA,3793.16
1183,2022-01-01 19:42:00,1781,Monitor,4,1367.69,USA,5470.76
1184,2022-01-01 19:43:00,1562,Phone,1,522.27,UK,522.27
1185,2022-01-01 19:44:00,1226,Keyboard,5,1750.5,Canada,8752.5
1186,2022-01-01 19:45:00,1084,Monitor,6,534.24,Germany,3205.44
1187,2022-01-01 19:46:00,1083,Phone,3,1081.0,USA,3243.0
1188,2022-01-01 19:47:00,1319,Laptop,8,1197.64,Canada,9581.12
1189,2022-01-01 19:48:00,1409,Tablet,7,265.31,USA,1857.17
1190,2022-01-01 19:49:00,1496,Monitor,5,571.76,Germany,2858.8
1191,2022-01-01 19:50:00,1532,Monitor,3,140.51,UK,421.53
1192,2022-01-01 19:51:00,1944,Phone,8,348.35,India,2786.8
1193,2022-01-01 19:52:00,1640,Tablet,7,104.17,Germany,729.19
1194,2022-01-01 19:53:00,1858,Tablet,6,1635.56,Germany,9813.36
1195,2022-01-01 19:54:00,1769,Tablet,8,1798.73,Germany,14389.84
1196,2022-01-01 19:55:00,1246,Laptop,8,1239.89,India,9919.12
1197,2022-01-01 19:56:00,1296,Tablet,8,1293.58,Germany,10348.64
1198,2022-01-01 19:57:00,1581,Tablet,8,907.55,India,7260.4
1199,2022-01-01 19:58:00,1149,Laptop,5,579.51,India,2897.55
1200,2022-01-01 19:59:00,1543,Phone,8,1478.78,USA,11830.24
1201,2022-01-01 20:00:00,1346,Keyboard,3,373.68,Canada,1121.04
1202,2022-01-01 20:01:00,1767,Keyboard,3,477.97,Germany,1433.91
1203,2022-01-01 20:02:00,1328,Keyboard,5,229.06,UK,1145.3
1204,2022-01-01 20:03:00,1075,Tablet,2,1883.74,USA,3767.48
1205,2022-01-01 20:04:00,1665,Tablet,5,1540.13,India,7700.65
1206,2022-01-01 20:05:00,1040,Phone,7,425.9,Canada,2981.3
1207,2022-01-01 20:06:00,1051,Tablet,1,647.23,UK,647.23
1208,2022-01-01 20:07:00,1819,Laptop,9,1600.65,India,14405.85
1209,2022-01-01 20:08:00,1950,Laptop,4,874.33,UK,3497.32
1210,2022-01-01 20:09:00,1137,Tablet,3,459.91,Germany,1379.73
1211,2022-01-01 20:10:00,1152,Tablet,9,728.47,Canada,6556.23
1212,2022-01-01 20:11:00,1188,Tablet,5,744.63,UK,3723.15
1213,2022-01-01 20:12:00,1623,Tablet,6,1784.01,Germany,10704.06
1214,2022-01-01 20:13:00,1040,Tablet,9,1707.75,Germany,15369.75
1215,2022-01-01 20:14:00,1178,Phone,7,1381.51,UK,9670.57
1216,2022-01-01 20:15:00,1920,Monitor,2,827.58,USA,1655.16
1217,2022-01-01 20:16:00,1057,Keyboard,5,1689.7,India,8448.5
1218,2022-01-01 20:17:00,1410,Keyboard,9,1585.53,Canada,14269.77
1219,2022-01-01 20:18:00,1528,Keyboard,5,582.99,Canada,2914.95
1220,2022-01-01 20:19:00,1886,Laptop,3,178.49,USA,535.47
1221,2022-01-01 20:20:00,1355,Phone,8,1894.29,UK,15154.32
1222,2022-01-01 20:21:00,1157,Monitor,8,232.42,USA,1859.36
1223,2022-01-01 20:22:00,1537,Monitor,6,757.73,India,4546.38
1224,2022-01-01 20:23:00,1672,Laptop,1,892.45,Germany,892.45
1225,2022-01-01 20:24:00,1284,Tablet,6,1123.07,USA,6738.42
1226,2022-01-01 20:25:00,1512,Tablet,2,487.14,UK,974.28
1227,2022-01-01 20:26:00,1544,Laptop,6,273.63,UK,1641.78
1228,2022-01-01 20:27:00,1505,Tablet,1,1965.7,UK,1965.7
1229,2022-01-01 20:28:00,1654,Keyboard,5,612.6,India,3063.0
1230,2022-01-01 20:29:00,1288,Keyboard,6,1935.4,UK,11612.4
1231,2022-01-01 20:30:00,1494,Phone,2,790.47,UK,1580.94
1232,2022-01-01 20:31:00,1019,Laptop,8,876.69,Canada,7013.52
1233,2022-01-01 20:32:00,1726,Phone,8,1197.07,Germany,9576.56
1234,2022-01-01 20:33:00,1578,Laptop,1,1712.48,Germany,1712.48
1235,2022-01-01 20:34:00,1275,Tablet,5,518.06,USA,2590.3
1236,2022-01-01 20:35:00,1431,Monitor,7,1617.63,Germany,11323.41
1237,2022-01-01 20:36:00,1742,Phone,4,1127.84,USA,4511.36
1238,2022-01-01 20:37:00,1331,Phone,5,609.97,India,3049.85
1239,2022-01-01 20:38:00,1067,Phone,3,1537.38,USA,4612.14
1240,2022-01-01 20:39:00,1603,Keyboard,1,813.74,Canada,813.74
1241,2022-01-01 20:40:00,1474,Monitor,2,1005.83,Germany,2011.66
1242,2022-01-01 20:41:00,1579,Keyboard,4,386.29,USA,1545.16
1243,2022-01-01 20:42:00,1451,Monitor,8,488.34,Canada,3906.72
1244,2022-01-01 20:43:00,1166,Phone,3,268.74,India,806.22
1245,2022-01-01 20:44:00,1193,Laptop,3,1589.08,India,4767.24
1246,2022-01-01 20:45:00,1875,Keyboard,5,114.56,Canada,572.8
1247,2022-01-01 20:46:00,1428,Laptop,7,547.64,India,3833.48
1248,2022-01-01 20:47:00,1153,Keyboard,7,1378.22,USA,9647.54
1249,2022-01-01 20:48:00,1810,Monitor,6,1875.29,India,11251.74
1250,2022-01-01 20:49:00,1592,Laptop,9,440.15,UK,3961.35
1251,2022-01-01 20:50:00,1615,Tablet,9,1522.52,UK,13702.68
1252,2022-01-01 20:51:00,1277,Keyboard,6,845.58,Germany,5073.48
1253,2022-01-01 20:52:00,1572,Laptop,9,1627.08,India,14643.72
1254,2022-01-01 20:53:00,1998,Laptop,9,1943.9,USA,17495.1
1255,2022-01-01 20:54:00,1578,Laptop,4,1562.3,Canada,6249.2
1256,2022-01-01 20:55:00,1657,Keyboard,5,935.35,Canada,4676.75
1257,2022-01-01 20:56:00,1439,Phone,8,1070.5,USA,8564.0
1258,2022-01-01 20:57:00,1901,Monitor,7,1865.42,UK,13057.94
1259,2022-01-01 20:58:00,1641,Phone,3,943.43,Canada,2830.29
1260,2022-01-01 20:59:00,1682,Laptop,9,1367.28,USA,12305.52
1261,2022-01-01 21:00:00,1897,Monitor,1,557.62,Germany,557.62
1262,2022-01-01 21:01:00,1905,Keyboard,1,596.48,UK,596.48
1263,2022-01-01 21:02:00,1892,Phone,9,1537.27,Germany,13835.43
1264,2022-01-01 21:03:00,1826,Laptop,6,569.18,UK,3415.08
1265,2022-01-01 21:04:00,1451,Tablet,6,271.47,Germany,1628.82
1266,2022-01-01 21:05:00,1217,Laptop,2,819.88,Canada,1639.76
1267,2022-01-01 21:06:00,1903,Laptop,3,1159.45,Germany,3478.35
1268,2022-01-01 21:07:00,1010,Monitor,8,785.57,UK,6284.56
1269,2022-01-01 21:08:00,1708,Laptop,7,1068.46,Canada,7479.22
1270,2022-01-01 21:09:00,1013,Tablet,9,1446.0,Canada,13014.0
1271,2022-01-01 21:10:00,1936,Laptop,8,1342.63,USA,10741.04
1272,2022-01-01 21:11:00,1435,Laptop,8,813.28,Germany,6506.24
1273,2022-01-01 21:12:00,1109,Tablet,1,607.94,Germany,607.94
1274,2022-01-01 21:13:00,1834,Tablet,4,837.72,India,3350.88
1275,2022-01-01 21:14:00,1939,Keyboard,8,215.2,USA,1721.6
1276,2022-01-01 21:15:00,1919,Keyboard,4,1990.99,India,7963.96
1277,2022-01-01 21:16:00,1104,Laptop,3,1818.26,USA,5454.78
1278,2022-01-01 21:17:00,1639,Phone,3,1411.7,UK,4235.1
1279,2022-01-01 21:18:00,1056,Keyboard,9,1797.92,USA,16181.28
1280,2022-01-01 21:19:00,1037,Tablet,2,1377.98,USA,2755.96
1281,2022-01-01 21:20:00,1157,Monitor,7,493.26,UK,3452.82
1282,2022-01-01 21:21:00,1625,Tablet,4,1260.48,USA,5041.92
1283,2022-01-01 21:22:00,1992,Keyboard,2,1961.69,India,3923.38
1284,2022-01-01 21:23:00,1660,Tablet,7,310.66,UK,2174.62
1285,2022-01-01 21:24:00,1309,Laptop,8,521.89,Canada,4175.12
1286,2022-01-01 21:25:00,1671,Monitor,8,1539.15,India,12313.2
1287,2022-01-01 21:26:00,1913,Laptop,9,1428.39,India,12855.51
1288,2022-01-01 21:27:00,1622,Monitor,1,411.6,Canada,411.6
1289,2022-01-01 21:28:00,1231,Phone,1,1785.2,USA,1785.2
1290,2022-01-01 21:29:00,1857,Laptop,5,743.86,USA,3719.3
1291,2022-01-01 21:30:00,1720,Phone,1,1936.3,UK,1936.3
1292,2022-01-01 21:31:00,1127,Monitor,4,788.98,UK,3155.92
1293,2022-01-01 21:32:00,1927,Monitor,3,1327.87,USA,3983.61
1294,2022-01-01 21:33:00,1144,Laptop,9,1921.99,USA,17297.91
1295,2022-01-01 21:34:00,1309,Laptop,9,761.85,India,6856.65
1296,2022-01-01 21:35:00,1376,Phone,3,502.46,India,1507.38
1297,2022-01-01 21:36:00,1988,Tablet,2,1525.43,Canada,3050.86
1298,2022-01-01 21:37:00,1279,Keyboard,3,1011.35,India,3034.05
1299,2022-01-01 21:38:00,1154,Tablet,3,423.61,Canada,1270.83
1300,2022-01-01 21:39:00,1493,Phone,9,1179.87,Canada,10618.83
1301,2022-01-01 21:40:00,1424,Phone,4,1787.49,Germany,7149.96
1302,2022-01-01 21:41:00,1573,Phone,5,1728.12,Canada,8640.6
1303,2022-01-01 21:42:00,1873,Laptop,1,1947.66,Germany,1947.66
1304,2022-01-01 21:43:00,1191,Monitor,2,691.2,USA,1382.4
1305,2022-01-01 21:44:00,1765,Monitor,3,296.16,Canada,888.48
1306,2022-01-01 21:45:00,1050,Keyboard,7,688.68,India,4820.76
1307,2022-01-01 21:46:00,1721,Phone,2,987.86,UK,1975.72
1308,2022-01-01 21:47:00,1721,Laptop,4,120.64,Canada,482.56
1309,2022-01-01 21:48:00,1521,Keyboard,5,1251.67,Germany,6258.35
1310,2022-01-01 21:49:00,1385,Laptop,2,680.94,Germany,1361.88
1311,2022-01-01 21:50:00,1882,Keyboard,6,1117.36,India,6704.16
1312,2022-01-01 21:51:00,1578,Phone,4,695.17,Canada,2780.68
1313,2022-01-01 21:52:00,1217,Laptop,8,506.3,UK,4050.4
1314,2022-01-01 21:53:00,1017,Keyboard,3,1808.49,Germany,5425.47
1315,2022-01-01 21:54:00,1816,Monitor,7,527.7,Canada,3693.9
1316,2022-01-01 21:55:00,1159,Keyboard,3,375.67,Germany,1127.01
1317,2022-01-01 21:56:00,1236,Phone,6,1068.84,India,6413.04
1318,2022-01-01 21:57:00,1941,Tablet,8,1560.85,Canada,12486.8
1319,2022-01-01 21:58:00,1070,Phone,2,1198.95,Germany,2397.9
1320,2022-01-01 21:59:00,1274,Keyboard,5,149.47,Canada,747.35
1321,2022-01-01 22:00:00,1923,Keyboard,9,1494.88,India,13453.92
1322,2022-01-01 22:01:00,1848,Monitor,4,706.48,UK,2825.92
1323,2022-01-01 22:02:00,1082,Phone,4,1775.62,Canada,7102.48
1324,2022-01-01 22:03:00,1910,Monitor,2,892.11,Canada,1784.22
1325,2022-01-01 22:04:00,1260,Tablet,7,148.14,India,1036.98
1326,2022-01-01 22:05:00,1833,Tablet,9,928.25,Germany,8354.25
1327,2022-01-01 22:06:00,1833,Phone,5,1319.28,India,6596.4
1328,2022-01-01 22:07:00,1638,Laptop,7,242.15,UK,1695.05
1329,2022-01-01 22:08:00,1457,Phone,9,848.44,Germany,7635.96
1330,2022-01-01 22:09:00,1096,Tablet,5,1731.07,USA,8655.35
1331,2022-01-01 22:10:00,1717,Keyboard,8,135.78,Germany,1086.24
1332,2022-01-01 22:11:00,1309,Laptop,2,360.53,India,721.06
1333,2022-01-01 22:12:00,1182,Keyboard,4,1800.93,USA,7203.72
1334,2022-01-01 22:13:00,1784,Monitor,3,1020.83,USA,3062.49
1335,2022-01-01 22:14:00,1581,Keyboard,1,1906.1,Canada,1906.1
1336,2022-01-01 22:15:00,1947,Monitor,5,679.8,Canada,3399.0
1337,2022-01-01 22:16:00,1683,Phone,1,385.47,UK,385.47
1338,2022-01-01 22:17:00,1030,Keyboard,4,1545.35,USA,6181.4
1339,2022-01-01 22:18:00,1955,Monitor,1,1762.53,UK,1762.53
1340,2022-01-01 22:19:00,1483,Phone,7,111.21,USA,778.47
1341,2022-01-01 22:20:00,1701,Keyboard,2,1848.01,UK,3696.02
1342,2022-01-01 22:21:00,1114,Laptop,6,899.13,USA,5394.78
1343,2022-01-01 22:22:00,1533,Tablet,3,388.25,India,1164.75
1344,2022-01-01 22:23:00,1350,Phone,8,1295.32,USA,10362.56
1345,2022-01-01 22:24:00,1797,Tablet,8,979.21,UK,7833.68
1346,2022-01-01 22:25:00,1431,Laptop,9,1436.71,USA,12930.39
1347,2022-01-01 22:26:00,1466,Keyboard,5,1060.78,Germany,5303.9
1348,2022-01-01 22:27:00,1349,Tablet,3,936.82,India,2810.46
1349,2022-01-01 22:28:00,1244,Monitor,5,169.77,Canada,848.85
1350,2022-01-01 22:29:00,1362,Laptop,1,1757.68,USA,1757.68
1351,2022-01-01 22:30:00,1606,Laptop,1,955.48,Germany,955.48
1352,2022-01-01 22:31:00,1454,Tablet,4,798.74,India,3194.96
1353,2022-01-01 22:32:00,1987,Phone,1,120.58,Canada,120.58
1354,2022-01-01 22:33:00,1038,Phone,3,1990.15,India,5970.45
1355,2022-01-01 22:34:00,1333,Keyboard,9,938.66,Germany,8447.94
1356,2022-01-01 22:35:00,1450,Phone,3,645.68,India,1937.04
1357,2022-01-01 22:36:00,1994,Laptop,1,548.64,India,548.64
1358,2022-01-01 22:37:00,1394,Laptop,3,870.9,UK,2612.7
1359,2022-01-01 22:38:00,1550,Laptop,9,1610.93,India,14498.37
1360,2022-01-01 22:39:00,1216,Tablet,3,1165.13,Germany,3495.39
1361,2022-01-01 22:40:00,1221,Tablet,3,644.82,Canada,1934.46
1362,2022-01-01 22:41:00,1216,Keyboard,9,789.79,Germany,7108.11
1363,2022-01-01 22:42:00,1347,Laptop,2,1713.39,India,3426.78
1364,2022-01-01 22:43:00,1311,Phone,7,425.16,Germany,2976.12
1365,2022-01-01 22:44:00,1837,Monitor,2,1911.57,Canada,3823.14
1366,2022-01-01 22:45:00,1151,Tablet,5,1033.11,Canada,5165.55
1367,2022-01-01 22:46:00,1292,Keyboard,3,963.27,USA,2889.81
1368,2022-01-01 22:47:00,1447,Monitor,8,978.28,Germany,7826.24
1369,2022-01-01 22:48:00,1135,Laptop,7,844.67,Germany,5912.69
1370,2022-01-01 22:49:00,1890,Phone,4,643.97,Germany,2575.88
1371,2022-01-01 22:50:00,1488,Laptop,1,111.32,India,111.32
1372,2022-01-01 22:51:00,1112,Laptop,2,1892.88,UK,3785.76
1373,2022-01-01 22:52:00,1536,Monitor,4,1953.01,Germany,7812.04
1374,2022-01-01 22:53:00,1336,Phone,6,1362.9,Germany,8177.4
1375,2022-01-01 22:54:00,1127,Keyboard,4,1108.53,Canada,4434.12
1376,2022-01-01 22:55:00,1534,Keyboard,3,684.36,Germany,2053.08
1377,2022-01-01 22:56:00,1596,Phone,3,1461.33,Canada,4383.99
1378,2022-01-01 22:57:00,1547,Monitor,1,1083.76,Germany,1083.76
1379,2022-01-01 22:58:00,1887,Phone,9,1262.74,India,11364.66
1380,2022-01-01 22:59:00,1633,Laptop,7,829.37,USA,5805.59
1381,2022-01-01 23:00:00,1546,Keyboard,1,391.84,India,391.84
1382,2022-01-01 23:01:00,1527,Tablet,8,1972.82,India,15782.56
1383,2022-01-01 23:02:00,1042,Keyboard,2,689.32,Germany,1378.64
1384,2022-01-01 23:03:00,1232,Monitor,4,480.14,UK,1920.56
1385,2022-01-01 23:04:00,1155,Keyboard,9,1452.18,India,13069.62
1386,2022-01-01 23:05:00,1551,Phone,5,1578.73,India,7893.65
1387,2022-01-01 23:06:00,1173,Tablet,9,1901.08,UK,17109.72
1388,2022-01-01 23:07:00,1489,Monitor,8,1681.58,USA,13452.64
1389,2022-01-01 23:08:00,1259,Tablet,4,505.9,Canada,2023.6
1390,2022-01-01 23:09:00,1427,Tablet,6,1906.6,Germany,11439.6
1391,2022-01-01 23:10:00,1314,Keyboard,9,1605.96,UK,14453.64
1392,2022-01-01 23:11:00,1216,Keyboard,4,902.98,India,3611.92
1393,2022-01-01 23:12:00,1799,Laptop,6,1346.27,Germany,8077.62
1394,2022-01-01 23:13:00,1160,Keyboard,8,268.59,USA,2148.72
1395,2022-01-01 23:14:00,1221,Monitor,7,109.05,Canada,763.35
1396,2022-01-01 23:15:00,1871,Keyboard,5,543.31,Germany,2716.55
1397,2022-01-01 23:16:00,1798,Laptop,2,1827.64,India,3655.28
1398,2022-01-01 23:17:00,1180,Keyboard,8,1723.26,UK,13786.08
1399,2022-01-01 23:18:00,1641,Phone,5,1708.85,Germany,8544.25
1400,2022-01-01 23:19:00,1786,Keyboard,1,1553.53,USA,1553.53
1401,2022-01-01 23:20:00,1266,Monitor,2,1417.58,UK,2835.16
1402,2022-01-01 23:21:00,1453,Keyboard,5,1920.93,USA,9604.65
1403,2022-01-01 23:22:00,1522,Keyboard,6,700.41,India,4202.46
1404,2022-01-01 23:23:00,1934,Phone,5,1771.23,India,8856.15
1405,2022-01-01 23:24:00,1472,Phone,1,1372.68,UK,1372.68
1406,2022-01-01 23:25:00,1328,Tablet,8,1681.56,India,13452.48
1407,2022-01-01 23:26:00,1507,Tablet,7,1513.58,Germany,10595.06
1408,2022-01-01 23:27:00,1558,Monitor,6,665.91,UK,3995.46
1409,2022-01-01 23:28:00,1188,Tablet,5,1588.04,USA,7940.2
1410,2022-01-01 23:29:00,1374,Tablet,7,1203.25,UK,8422.75
1411,2022-01-01 23:30:00,1417,Monitor,7,1008.88,India,7062.16
1412,2022-01-01 23:31:00,1240,Monitor,8,1713.02,Canada,13704.16
1413,2022-01-01 23:32:00,1140,Keyboard,6,685.92,India,4115.52
1414,2022-01-01 23:33:00,1834,Monitor,9,1472.9,UK,13256.1
1415,2022-01-01 23:34:00,1858,Phone,1,1867.67,UK,1867.67
1416,2022-01-01 23:35:00,1490,Laptop,6,181.44,UK,1088.64
1417,2022-01-01 23:36:00,1363,Phone,9,192.7,USA,1734.3
1418,2022-01-01 23:37:00,1697,Tablet,2,1311.18,USA,2622.36
1419,2022-01-01 23:38:00,1288,Monitor,3,1244.82,India,3734.46
1420,2022-01-01 23:39:00,1552,Keyboard,1,1747.22,India,1747.22
1421,2022-01-01 23:40:00,1292,Phone,5,1201.75,UK,6008.75
1422,2022-01-01 23:41:00,1164,Tablet,7,736.19,USA,5153.33
1423,2022-01-01 23:42:00,1588,Keyboard,3,434.86,Canada,1304.58
1424,2022-01-01 23:43:00,1021,Monitor,8,1363.36,Canada,10906.88
1425,2022-01-01 23:44:00,1339,Laptop,7,882.91,Germany,6180.37
1426,2022-01-01 23:45:00,1117,Keyboard,2,993.73,USA,1987.46
1427,2022-01-01 23:46:00,1795,Laptop,4,1147.35,Canada,4589.4
1428,2022-01-01 23:47:00,1689,Tablet,4,1329.82,UK,5319.28
1429,2022-01-01 23:48:00,1574,Laptop,9,1774.17,India,15967.53
1430,2022-01-01 23:49:00,1198,Monitor,3,1561.11,UK,4683.33
1431,2022-01-01 23:50:00,1162,Keyboard,7,1103.4,UK,7723.8
1432,2022-01-01 23:51:00,1716,Phone,5,1524.91,USA,7624.55
1433,2022-01-01 23:52:00,1171,Phone,9,929.16,UK,8362.44
1434,2022-01-01 23:53:00,1687,Monitor,3,1044.73,USA,3134.19
1435,2022-01-01 23:54:00,1023,Tablet,8,288.58,India,2308.64
1436,2022-01-01 23:55:00,1003,Tablet,3,297.15,India,891.45
1437,2022-01-01 23:56:00,1905,Phone,6,1774.57,Canada,10647.42
1438,2022-01-01 23:57:00,1261,Phone,7,1858.73,Canada,13011.11
1439,2022-01-01 23:58:00,1806,Phone,4,1581.11,Canada,6324.44
1440,2022-01-01 23:59:00,1626,Keyboard,4,1211.63,India,4846.52
1441,2022-01-02 00:00:00,1030,Monitor,4,1274.99,UK,5099.96
1442,2022-01-02 00:01:00,1279,Keyboard,4,994.75,UK,3979.0
1443,2022-01-02 00:02:00,1558,Phone,6,643.0,India,3858.0
1444,2022-01-02 00:03:00,1324,Laptop,1,248.78,UK,248.78
1445,2022-01-02 00:04:00,1925,Laptop,2,1641.77,India,3283.54
1446,2022-01-02 00:05:00,1861,Keyboard,4,1044.31,India,4177.24
1447,2022-01-02 00:06:00,1035,Laptop,6,813.06,India,4878.36
1448,2022-01-02 00:07:00,1545,Tablet,9,911.48,Canada,8203.32
1449,2022-01-02 00:08:00,1012,Phone,4,264.97,Canada,1059.88
1450,2022-01-02 00:09:00,1342,Laptop,2,290.27,Canada,580.54
1451,2022-01-02 00:10:00,1943,Keyboard,9,1252.87,USA,11275.83
1452,2022-01-02 00:11:00,1750,Monitor,4,428.16,UK,1712.64
1453,2022-01-02 00:12:00,1894,Keyboard,5,352.19,Germany,1760.95
1454,2022-01-02 00:13:00,1123,Laptop,5,918.51,Germany,4592.55
1455,2022-01-02 00:14:00,1373,Monitor,4,1246.36,USA,4985.44
1456,2022-01-02 00:15:00,1749,Keyboard,7,728.23,Germany,5097.61
1457,2022-01-02 00:16:00,1274,Laptop,5,977.65,India,4888.25
1458,2022-01-02 00:17:00,1690,Keyboard,4,1760.58,UK,7042.32
1459,2022-01-02 00:18:00,1576,Keyboard,8,530.64,India,4245.12
1460,2022-01-02 00:19:00,1709,Phone,3,1985.57,Germany,5956.71
1461,2022-01-02 00:20:00,1934,Keyboard,9,842.43,Germany,7581.87
1462,2022-01-02 00:21:00,1839,Monitor,3,1416.29,India,4248.87
1463,2022-01-02 00:22:00,1495,Phone,7,1338.57,UK,9369.99
1464,2022-01-02 00:23:00,1666,Tablet,8,163.86,Canada,1310.88
1465,2022-01-02 00:24:00,1746,Monitor,4,1100.41,Germany,4401.64
1466,2022-01-02 00:25:00,1147,Phone,8,1557.22,USA,12457.76
1467,2022-01-02 00:26:00,1531,Phone,2,1626.34,USA,3252.68
1468,2022-01-02 00:27:00,1160,Phone,4,836.44,USA,3345.76
1469,2022-01-02 00:28:00,1664,Tablet,9,1414.87,UK,12733.83
1470,2022-01-02 00:29:00,1759,Phone,9,809.7,Canada,7287.3
1471,2022-01-02 00:30:00,1040,Laptop,2,1306.03,Germany,2612.06
1472,2022-01-02 00:31:00,1230,Phone,1,1299.4,India,1299.4
